integrated_code,integrated_name,주요전공명,전문교과 관련 교과목,취업률_전체,취업률_남,취업률_여
10035,중국비즈니스과,"기초중국어회화, 중국회계와 세무, 중국경제의 이해, 중국무역실무, 비즈니스중국어, 중국시장조사론","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
10036,컴퓨터정보과,"웹프로그래밍, 알고리즘, C프로그래밍, 모바일 프로그래밍, 디지털공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 생태와 환경, 지역 이해, 사회과제 연구, 정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호 관리",68.1,68.9,64.9
10037,조선과,"조선해양공학개론, 선체구조, 선박유체, 선박의장, 구조역학 및 해석","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 기계 제도, 기초 제도, 선박 구조, 선박 건조, 해양의 이해, 해양 정보 관리",74.7,76.2,70.7
10038,국방기술학과,"국방과학기술개론, 지상무기체계, 병기공학, 레이더공학, 무기공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보 과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",72.5,73.0,68.5
10039,스포츠지도과,"구기운동, 하계스포츠, 라켓스포츠, 코칭론, 스포츠총론","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
10040,뷰티미용학과,"미용영양학, 네일미용, 미용경영학, 미용색채학, 피부과학, 조형헤어디자인","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",69.7,71.8,68.9
10041,경호학과,"경호무도, 경호방법론, 경호심리학, 경호구급 및 응급처치, 경호실무, 경호무도론","스포츠개론, 체육지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
10043,한국어과,"한국어어휘문법 초급, 한국어회화, 한국어영상, 한국어청해, 한국어작문","현대문학감상, 고전문학감상, 사회과제 연구, 문학개론, 문학과 매체, 비교문화, 한국 사회의 이해",46.6,52.2,42.9
10045,예술치료학과,"미술치료개론, 음악치료개론, 문학치료개론, 발달심리학, 상담의 이론과 실제","체육지도법, 개인ᆞ대인 운동, 체육 전공 실기 응용, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호",80.2,81.7,79.4
10046,예술치료과,"미술치료개론, 미술치료사례연구법, 아동미술치료, 노인미술치료, 상담과 심리치료, 가족상담과 미술치료","체육지도법, 개인ᆞ대인 운동, 체육 전공 실기 응용, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호",83.3,84.9,82.4
10047,외국어학과,"러시아어와 러시아문화, 영어와 영미문화, 일본어와 일본문화, 중국어와 중국문화","심화 영어, 심화 영어 회화, 심화 영어 독해, 심화 영어 작문, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회과제 연구",61.6,62.5,61.1
10048,생물산업기계공학과,"기계역학, 열역학, 유체역학, 기계요소설계, 생물생산기계공학 및 실습","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 인간과 환경",65.9,69.3,63.0
10049,냉동공조공학과,"냉동설비설계, 공기조화 및 실험, 에너지 시스템 공학, 에너지설비시스템, CAD","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구, 환경 화학 기초, 인간과 환경, 환경 생태 관리, 수질 관리, 대기 관리, 폐기물 관리",75.2,77.6,69.7
10050,산업설비자동화과,"배관공학, 용접공학, 용접야금 및 기계재료, 냉동공학, 설비제도","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법, 사회과제 연구, 공업 일반, 기업과 경영, 프로그래밍, 빅데이터 분석",75.2,77.6,69.7
10051,산업잠수과,"측량학, 해양학, 잠수의학, 수중용접실습, 산업잠수 및 실습","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
10052,항공보안과,"항공보안개론, 항공테러와 심리, 항공보안과 서비스, 항공경비무도, 항공보안장비","고급물리학, 물리학 실험, 과학과제 연구, 심화수학I, 심화수학II, 고급수학I, 고급수학II, 심화영어I,II, 심화영어회화I,II,, 항공기 일반, 항공기 실무 기초",74.6,74.8,73.2
10115,스토리텔링학과,"스토리텔링 입문, 디지털 스토리텔링, 영상콘텐츠와 스토리텔링, 문화 산업의 이해","현대 문학 감상, 고전 문학 감상, 문예 창작 입문, 문학 개론, 문학과 매체, 시 창작, 소설 창작, 극 창작, 미디어콘텐츠 일반, 커뮤니케이션",57.5,56.8,57.8
10116,로봇공학과,"제어로봇공학, 공학설계, 전자회로, 센서공학, 프로그래밍 언어 개론 및 실습","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 생명과학, 생명과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 사회과제 연구, 공업일반, 로봇 기구 개발, 로봇 지능 개발, 프로그래밍",75.4,76.2,68.7
10117,응용소프트웨어공학과,"컴퓨터 개론, 프로그래밍, 컴퓨터네트워크, 멀티미디어프로그래밍, 모바일 응용 프로그래밍","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 정보과학, 융합과학탐구, 과학과제연구, 지역 이해,, 사회탐구 방법, 사회과제 연구, 프로그래밍, 자료구조, 빅데이터 분석, 사물 인터넷 서비스 기획",69.3,69.5,69.0
10118,모바일시스템공학과,"컴퓨터 구조 및 모바일 프로세서, 기초 프로그래밍, 모바일 프로그래밍, 모바일 멀티미디어 프로젝트, 통신네트워크","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 정보과학, 융합과학탐구, 과학과제연구, 지역 이해,, 사회탐구 방법, 사회과제 연구, 프로그래밍, 자료구조, 빅데이터 분석, 사물 인터넷 서비스 기획",69.3,69.5,69.0
10119,사이버국방학과,"사이버보안개론, 해킹 및 악성코드, 암호학, 컴퓨터네트워크, 네트워크 보안","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구, 정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호관리",72.2,73.0,70.2
10120,말특수동물학과,"반려동물학, 말/특수동물번식학, 동물행동학, 동물복지 및 법규, 말과 레저","고급 화학 및 고급 생명과학, 화학실험 및 생명과학 실험, 과학과제 연구, 수의 보조, 애완동물 미용",87.0,88.9,84.8
10139,경영정보학과,"경영학원론, 경영정보시스템, 경제학원론, 경영전략론, 재무관리","정보과학, 국제 경제, 지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 커뮤니케이션, 정보통신, 빅데이터 분석",68.5,70.3,66.6
10140,광고디자인학과,"웹디자인, 광고디자인론, 광고사진실습, 광고카피 기획, 영상디자인","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",68.8,71.0,67.5
10141,교양경상학부,"경영과학, 국제경영, 마케팅관리, 마케팅원론, 관리회계","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",64.3,69.2,57.9
10142,교양공학부,"이산수학, 화학분석, 생명공학개론, 열역학, 데이터구조","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구, 공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전",74.2,75.3,72.5
10143,교양사회과학부,"사회통계론, 사회학사, 사회조사분석론, 현대사회학, 사회조사방법론","국제 경제, 국제법, 지역 이해, 한국 사회의 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 복지 서비스의 기초, 문화 콘텐츠 산업 일반, 빅테이터 분석",61.7,68.3,57.9
10145,교양인문학부,"예술철학, 현대사회와 문화예술, 비평적글쓰기, 문화콘텐츠의 이해와 활용, 인간관계와 리더십의 이해","정보과학, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 정보처리와 관리, 커뮤니케이션, 정보통신, 빅데이터 분석",66.5,67.6,65.6
10147,국방기술과,"기초군사학, 국가안보론, 무도, 무기공학, 신소재공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",77.0,77.3,70.7
10148,국제경영과,"국제경영학, 마케팅원론, 재무관리, 무역실무, 경제학입문","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
10149,디자인학과,"디자인 드로잉, 제품디자인, 시각디자인, 패션디자인 기초, 산업기기 디자인","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",65.4,66.5,65.1
10150,디지털디자인학과,"컴퓨터그래픽스 , 모바일디자인, 디지털편집디자인, 웹콘텐츠디자인, 포트폴리오디자인","매체미술, 드로잉, 사진표현기법, 문학과 매체, 사회과제 연구, 영화 기술, 시나리오, 현대 세계의 변화, 미디어콘텐츠일반, 문화콘텐츠산업일반, 영상제작기초, 컴퓨터그래픽, 프로그래밍, 디지털논리회로, 디지털이미지재현",68.8,71.0,67.5
10152,무도과,"경호론, 무도전공실기, 무도학개론, 운동처방론, 구급 및 안전관리","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
10153,반도체과,"전자회로, 반도체공정, 반도체재료공학, 디스플레이공학, 광전자공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 반도체 개발, 프로그래밍, 자료구조",83.5,81.6,91.5
10154,세무회계학과,"세무회계, 원가회계, 재무회계, 회계감사, 회계원리","심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구, 회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ᆞ자금, 무역 금융 업무",63.1,64.7,61.8
10156,패션디자인학과,"색채연구, 의복구성, 패션디자인 기초, 패션 패턴 메이킹, 패션 CAD","미술 이론, 매체 미술, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 디자인 일반, 색채 관리, 정보처리와 관리, 빅데이터 분석",70.2,71.8,69.9
10157,호텔경영학과,"관광법규, 여행사경영론, 호텔경영론, 재무관리, 경영과학","정보과학, 생태와 환경, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 비즈니스 영어, 마케팅과 광고, 빅데이터 분석",68.5,70.3,66.6
21001,IT융합학과,"프로그래밍 기초, 공학설계 , 프로그래밍 응용, 디지털 논리설계, 융합캠스톤입문","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 디지털 논리 회로, 프로그래밍, 자료구조, 사물 인터넷 서비스 기획, 로봇 지능 개발",75.2,77.6,69.7
21004,공간연출과,"공연기획, 공연제작실습, 무대미술사, 무대기술기초, 무대연출론","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",69.7,71.8,68.9
21005,국제지역학과,"국제관계학, 비교정치론, 사회과학방법론, 외교정치의 이해, 지역학개론","국제관계와 국제기구, 국제경제, 국제법, 생태와 환경, 사회과제 연구, 세계문제와 미래사회",59.1,61.0,58.0
21006,기계ᆞ재료공학교육과,"기계공작법, 재료역학, 기계설계, 기계재료교육론, 기계ᆞ재료공학기초실습","심화 수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보 과학, 융합 과학 탐구, 과학과제 연구, 기계제도, 기계기초공학, 기계일반, 재료일반, 재료시험, 세라믹 재료, 산업 설비",57.8,58.7,57.0
21007,무인항공드론과,"드론운영기초, 무인항공기운용실습, 무인항공기조종실습, 항공기체, 드론제작정비","고급물리학, 물리학 실험, 과학과제 연구, 심화수학I, 심화수학II, 고급수학I, 고급수학II, 심화영어I,II, 심화영어회화I,II,, 항공기 일반, 항공기 실무 기초",74.6,74.8,73.2
21008,무인항공학과,"무인항공학개론, 무인기설계, 무인기제어공학, 회전익항공기개론, 회전익운항실습","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구, 소형 무인기 정비, 프로그래밍, 빅데이터 분석",70.4,71.0,66.9
21009,물류학과,"물류수학, 물류정보시스템, 물류정책론, 물류영어, 국제운송론","심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구, 상업경제, 유통 일반, 국제 상무, 비즈니스 영어, 커뮤니케이션, 무역 금융 업무, 전자 상거래 일반, 수출입 관리, 원산지 관리",64.6,67.3,61.8
21010,미생물학과,"바이오다양성, 병원미생물학, 세균학, 바이러스학, 진균학","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학과제연구, 정보과학, 생명공학 기술",62.3,63.9,60.6
21011,방송영상미디어과,"영상미학, 영상제작기획, 방송학개론, 영상연출론, TV영상연출","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",69.7,71.8,68.9
21013,생활문화과,"행복론, 인문학과 예술, 인간의 심리 탐구, 노후설계, 사회보장제도와 보험","사회과제 연구, 기초제도, 식품과학, 식품위생",76.2,67.6,79.2
21014,수산학과,"양식학개론, 수산학개론, 수산질병학 및 실습, 수산법규, 관상어번식 및 실습","고급 생명과학, 생명과학 실험, 과학과제연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법, 생명공학 기술, 인간과 환경",77.6,81.6,70.4
21015,순수미술과,"드로잉, 기초판화, 기초회화, 기초조형, 기초사진","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",70.4,60.0,71.6
21016,식량자원학과,"쌀생산과학, 토양환경학, 식물검역론, 식량자원, 조경교과교육론, 식량작물육종학","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 융합과학 탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구, 식품 과학",65.0,68.3,60.4
21017,식품자원경제학과,"식품자원경제입문, 농업경제학, 응용경제수학, 환경경제학, 식품경제세미나","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 융합과학 탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구, 식품 과학",65.0,68.3,60.4
21018,유통물류과,"물류관리, 유통관리, 상권분석, 화물운송, 유통물류망관리","정보과학, 국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 국제 상무, 기업과 경영, 비즈니스 영어",60.4,68.6,56.1
21019,응용미술학과,"소재와 표현, 조형원리, 평면조형, 미술재료학, 소묘, 기초입체","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",61.0,57.4,61.9
21020,의료경영학과,"의료경영학원론, 의료경영영어, 기초의학용어, 공중보건학개론, 보건산업론","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.5,70.3,66.6
21021,조형과,"관찰과 표현, 디자인론, 조형 원리, 평면조형, 조형 예술론","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",61.5,60.0,61.8
21022,컴퓨터과,"프로그래밍언어, 웹기획, 데이터베이스, 자료구조, 운영체제","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 디지털 논리 회로, 프로그래밍, 자료 구조, 사물 인터넷 서비스 기획, 로봇 지능 개발",66.3,66.2,66.6
21023,컴퓨터시스템과,"정보보안개론, C프로그래밍, JAVA 프로그래밍, 컴퓨터구조, 운영체제","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 디지털 논리 회로, 프로그래밍, 자료 구조, 사물 인터넷 서비스 기획, 로봇 지능 개발",66.3,66.2,66.6
21024,특수체육교육과,"특수교육론, 지적장애체육론, 특수체육평가, 청각쟁애체육론","합창, 스포츠 개론, 체조 운동, 간호의 기초, 인체 구조와 기능",62.8,62.0,63.1
21025,패션산업과,"컬러와패션, 패션디자인, 패턴메이킹, 패션소재기초, 패션마케팅","사회과제 연구, 사회탐구 방법, 비교문화, 융합과학 탐구, 화학 실험, 과학 과제 연구, 현대 세계의 변화, 드로잉, 평면조형, 입체조형, 매체미술, 색채관리, 컴퓨터그래픽, 디자인일반",69.6,75.0,68.7
21026,화학공학교육과,"화학 개론, 유기화학, 섬유화학, 화공섬유 교육론, 공업화학 실험","심화 수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보 과학, 융합 과학 탐구, 과학과제 연구, 화학 분석, 화학 물질 관리, 공정 제어, 석유 화학 제품, 고분자 제품 제조, 섬유제료, 섬유 공정, 염색가공기초",57.8,58.7,57.0
21027,산업공학과,"산업경영공학개론, 물류공학, 생산계획, 안전공학, 품질경영","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법, 사회과제 연구, 공업일반, 기업과 경영, 프로그래밍. 빅데이터 분석",76.2,77.1,73.7
